ENSG00000142207	ENSP00000372199
ENSG00000118246	ENSP00000236980
ENSG00000112033	ENSP00000310928
ENSG00000196268	ENSP00000376110
ENSG00000106278	ENSP00000377047
ENSG00000099246	ENSP00000478479
ENSG00000127337	ENSP00000247843
ENSG00000148672	ENSP00000277865
ENSG00000125458	ENSP00000245552
ENSG00000089225	ENSP00000309913
ENSG00000166987	ENSP00000347896
ENSG00000167900	ENSP00000301634
ENSG00000139194	ENSP00000266560
ENSG00000135643	ENSP00000258111
ENSG00000147799	ENSP00000366522
ENSG00000112893	ENSP00000261483
ENSG00000166192	ENSP00000340505
ENSG00000164934	ENSP00000297579
ENSG00000198604	ENSP00000353458
ENSG00000163945	ENSP00000374501
ENSG00000112799	ENSP00000369286
ENSG00000007038	ENSP00000005995
ENSG00000197329	ENSP00000351789
ENSG00000183747	ENSP00000459451
ENSG00000131142	ENSP00000375086
ENSG00000115687	ENSP00000351475
ENSG00000135778	ENSP00000355587
ENSG00000152583	ENSP00000414856
ENSG00000148604	ENSP00000352427
ENSG00000011009	ENSP00000363638
ENSG00000094661	ENSP00000209540
ENSG00000184995	ENSP00000418018
ENSG00000092330	ENSP00000267415
ENSG00000175595	ENSP00000310520
ENSG00000141556	ENSP00000347719
ENSG00000168282	ENSP00000307423
ENSG00000163281	ENSP00000295448
ENSG00000176024	ENSP00000293471
ENSG00000161807	ENSP00000444134
ENSG00000005882	ENSP00000420927
ENSG00000144061	ENSP00000313169
ENSG00000168275	ENSP00000355572
ENSG00000131876	ENSP00000254193
ENSG00000163072	ENSP00000394051
ENSG00000150471	ENSP00000422533
ENSG00000137414	ENSP00000259963
ENSG00000197928	ENSP00000469391
ENSG00000085733	ENSP00000365745
ENSG00000131773	ENSP00000348108
ENSG00000214013	ENSP00000326227
ENSG00000032389	ENSP00000371559
ENSG00000205707	ENSP00000370761
ENSG00000152467	ENSP00000282326
ENSG00000145293	ENSP00000273920
ENSG00000138778	ENSP00000265148
ENSG00000169704	ENSP00000303942
ENSG00000255398	ENSP00000436714
ENSG00000135604	ENSP00000356540
ENSG00000164050	ENSP00000351338
ENSG00000169710	ENSP00000304592
ENSG00000239474	ENSP00000284669
ENSG00000197696	ENSP00000378089
ENSG00000166669	ENSP00000379808
ENSG00000171401	ENSP00000246635
ENSG00000152705	ENSP00000282611
ENSG00000122674	ENSP00000325681
ENSG00000172830	ENSP00000312081
ENSG00000113971	ENSP00000338766
ENSG00000084207	ENSP00000381607
ENSG00000161594	ENSP00000293303
ENSG00000132254	ENSP00000484121
ENSG00000170782	ENSP00000369157
ENSG00000066044	ENSP00000385269
ENSG00000108771	ENSP00000251642
ENSG00000103512	ENSP00000287667
ENSG00000168772	ENSP00000378248
ENSG00000173262	ENSP00000445929
ENSG00000173585	ENSP00000350256
ENSG00000196821	ENSP00000363135
ENSG00000153179	ENSP00000443021
ENSG00000152818	ENSP00000356515
ENSG00000153993	ENSP00000284136
ENSG00000105640	ENSP00000222247
ENSG00000173826	ENSP00000463533
ENSG00000134077	ENSP00000339532
ENSG00000146013	ENSP00000274721
ENSG00000197123	ENSP00000416809
ENSG00000196843	ENSP00000350078
ENSG00000011485	ENSP00000012443
ENSG00000144644	ENSP00000282538
ENSG00000204852	ENSP00000380779
ENSG00000105388	ENSP00000221992
ENSG00000262406	ENSP00000458585
ENSG00000206560	ENSP00000382379
ENSG00000105613	ENSP00000251472
ENSG00000105499	ENSP00000472546
ENSG00000126500	ENSP00000246841
ENSG00000003137	ENSP00000001146
ENSG00000173465	ENSP00000312318
ENSG00000137745	ENSP00000260302
ENSG00000008323	ENSP00000380185
ENSG00000188958	ENSP00000340526
ENSG00000155380	ENSP00000441065
ENSG00000133805	ENSP00000379802
ENSG00000143801	ENSP00000355747
ENSG00000166925	ENSP00000300181
ENSG00000133703	ENSP00000256078
ENSG00000110074	ENSP00000263578
ENSG00000179407	ENSP00000417418
ENSG00000132341	ENSP00000446215
ENSG00000013441	ENSP00000394734
ENSG00000163608	ENSP00000320251
ENSG00000067182	ENSP00000162749
ENSG00000170425	ENSP00000304501
ENSG00000149177	ENSP00000400010
ENSG00000108669	ENSP00000354398
ENSG00000017427	ENSP00000302665
ENSG00000163435	ENSP00000352673
ENSG00000144057	ENSP00000386942
ENSG00000197915	ENSP00000357791
ENSG00000168374	ENSP00000306010
ENSG00000221978	ENSP00000383611
ENSG00000198130	ENSP00000352706
ENSG00000184678	ENSP00000358151
ENSG00000159173	ENSP00000354488
ENSG00000084070	ENSP00000361803
ENSG00000177674	ENSP00000319713
ENSG00000151779	ENSP00000281513
ENSG00000163060	ENSP00000295201
ENSG00000178568	ENSP00000342235
ENSG00000163220	ENSP00000357727
ENSG00000179456	ENSP00000351539
ENSG00000080910	ENSP00000356385
ENSG00000143614	ENSP00000357644
ENSG00000158748	ENSP00000289753
ENSG00000060718	ENSP00000359114
ENSG00000102699	ENSP00000371419
ENSG00000156265	ENSP00000382828
ENSG00000171873	ENSP00000368766
ENSG00000077984	ENSP00000420384
ENSG00000100344	ENSP00000216180
ENSG00000134871	ENSP00000353654
ENSG00000185950	ENSP00000365016
ENSG00000160200	ENSP00000381231
ENSG00000100650	ENSP00000452123
ENSG00000124279	ENSP00000264669
ENSG00000070367	ENSP00000484855
ENSG00000124172	ENSP00000243997
ENSG00000099968	ENSP00000480836
ENSG00000183576	ENSP00000327436
ENSG00000060339	ENSP00000265872
ENSG00000160180	ENSP00000430690
ENSG00000101200	ENSP00000369647
ENSG00000123200	ENSP00000282007
ENSG00000177692	ENSP00000479716
ENSG00000099901	ENSP00000401564
ENSG00000093009	ENSP00000405726
ENSG00000186810	ENSP00000362795
ENSG00000184702	ENSP00000391311
ENSG00000079112	ENSP00000027335
ENSG00000085382	ENSP00000262903
ENSG00000123159	ENSP00000376753
ENSG00000145782	ENSP00000425107
ENSG00000166862	ENSP00000300105
ENSG00000182022	ENSP00000402394
ENSG00000187772	ENSP00000344401
ENSG00000127527	ENSP00000393313
ENSG00000164761	ENSP00000297350
ENSG00000147224	ENSP00000361512
ENSG00000130948	ENSP00000364412
ENSG00000125691	ENSP00000420311
ENSG00000139083	ENSP00000379658
ENSG00000141753	ENSP00000269593
ENSG00000119509	ENSP00000262457
ENSG00000164292	ENSP00000369318
ENSG00000148175	ENSP00000286713
ENSG00000164654	ENSP00000339881
ENSG00000155330	ENSP00000285697
ENSG00000197859	ENSP00000346478
ENSG00000227124	ENSP00000418187
ENSG00000100207	ENSP00000352463
ENSG00000003147	ENSP00000385570
ENSG00000106392	ENSP00000389176
ENSG00000129472	ENSP00000380869
ENSG00000149054	ENSP00000278319
ENSG00000175868	ENSP00000433490
ENSG00000106066	ENSP00000387164
ENSG00000161021	ENSP00000292599
ENSG00000173848	ENSP00000347134
ENSG00000213578	ENSP00000378464
ENSG00000119514	ENSP00000364150
ENSG00000174705	ENSP00000309714
ENSG00000128272	ENSP00000336790
ENSG00000100077	ENSP00000317578
ENSG00000136856	ENSP00000362469
ENSG00000090372	ENSP00000375777
ENSG00000118412	ENSP00000478179
ENSG00000174156	ENSP00000211122
ENSG00000140937	ENSP00000268603
ENSG00000179869	ENSP00000411096
ENSG00000124570	ENSP00000484343
ENSG00000184517	ENSP00000377080
ENSG00000141298	ENSP00000444743
ENSG00000070610	ENSP00000367343
ENSG00000266967	ENSP00000400870
ENSG00000120725	ENSP00000378294
ENSG00000127325	ENSP00000332413
ENSG00000121067	ENSP00000377001
ENSG00000176248	ENSP00000314004
ENSG00000176101	ENSP00000313752
ENSG00000126016	ENSP00000361027
ENSG00000064195	ENSP00000389870
ENSG00000143889	ENSP00000390625
ENSG00000179526	ENSP00000381698
ENSG00000149930	ENSP00000310094
ENSG00000090863	ENSP00000205061
ENSG00000099899	ENSP00000252136
ENSG00000115353	ENSP00000303522
ENSG00000204444	ENSP00000365081
ENSG00000170175	ENSP00000304290
ENSG00000151623	ENSP00000350815
ENSG00000196544	ENSP00000373669
ENSG00000154007	ENSP00000284142
ENSG00000071655	ENSP00000412302
ENSG00000166596	ENSP00000339449
ENSG00000197273	ENSP00000349493
ENSG00000164117	ENSP00000377280
ENSG00000107186	ENSP00000439807
ENSG00000157350	ENSP00000377257
ENSG00000204435	ENSP00000365042
ENSG00000248098	ENSP00000269980
ENSG00000070526	ENSP00000156626
ENSG00000088179	ENSP00000263708
ENSG00000058799	ENSP00000072644
ENSG00000130985	ENSP00000338413
ENSG00000102393	ENSP00000218516
ENSG00000180817	ENSP00000362329
ENSG00000149273	ENSP00000278572
ENSG00000089053	ENSP00000261819
ENSG00000168538	ENSP00000335371
ENSG00000173210	ENSP00000425394
ENSG00000178726	ENSP00000366307
ENSG00000181023	ENSP00000322939
ENSG00000154767	ENSP00000285021
ENSG00000240247	ENSP00000372136
ENSG00000140543	ENSP00000456340
ENSG00000197444	ENSP00000363216
ENSG00000137821	ENSP00000453273
ENSG00000007392	ENSP00000293872
ENSG00000151651	ENSP00000453302
ENSG00000171501	ENSP00000362792
ENSG00000166971	ENSP00000378152
ENSG00000171133	ENSP00000305055
ENSG00000261371	ENSP00000457421
ENSG00000118518	ENSP00000357297
ENSG00000147010	ENSP00000380921
ENSG00000170340	ENSP00000305595
ENSG00000125633	ENSP00000365477
ENSG00000123329	ENSP00000377380
ENSG00000143248	ENSP00000433001
ENSG00000197283	ENSP00000403636
ENSG00000105856	ENSP00000222574
ENSG00000176153	ENSP00000374265
ENSG00000129518	ENSP00000250454
ENSG00000160953	ENSP00000467083
ENSG00000169446	ENSP00000306220
ENSG00000143641	ENSP00000355632
ENSG00000108788	ENSP00000246912
ENSG00000144481	ENSP00000323926
ENSG00000102144	ENSP00000362413
ENSG00000012779	ENSP00000363512
ENSG00000125931	ENSP00000401764
ENSG00000137154	ENSP00000369757
ENSG00000177076	ENSP00000342609
ENSG00000107036	ENSP00000416696
ENSG00000116918	ENSP00000355599
ENSG00000139144	ENSP00000445381
ENSG00000183010	ENSP00000384949
ENSG00000185420	ENSP00000419184
ENSG00000136859	ENSP00000362524
ENSG00000186918	ENSP00000340494
ENSG00000132563	ENSP00000367590
ENSG00000172482	ENSP00000302620
ENSG00000126856	ENSP00000396732
ENSG00000172519	ENSP00000310704
ENSG00000166938	ENSP00000321711
ENSG00000171316	ENSP00000392028
ENSG00000197724	ENSP00000352185
ENSG00000196757	ENSP00000479449
ENSG00000167005	ENSP00000300291
ENSG00000256683	ENSP00000243644
ENSG00000176454	ENSP00000317300
ENSG00000134640	ENSP00000257068
ENSG00000164520	ENSP00000349709
ENSG00000075856	ENSP00000228284
ENSG00000109832	ENSP00000263576
ENSG00000006118	ENSP00000005286
ENSG00000138606	ENSP00000290894
ENSG00000132357	ENSP00000254691
ENSG00000091513	ENSP00000385834
ENSG00000087206	ENSP00000366434
ENSG00000260836	ENSP00000454786
ENSG00000131400	ENSP00000253719
ENSG00000158411	ENSP00000289359
ENSG00000128917	ENSP00000249749
ENSG00000167657	ENSP00000442973
ENSG00000109205	ENSP00000379401
ENSG00000103035	ENSP00000219313
ENSG00000128602	ENSP00000249373
ENSG00000113456	ENSP00000371469
ENSG00000204351	ENSP00000364543
ENSG00000168310	ENSP00000377218
ENSG00000072310	ENSP00000348069
ENSG00000123999	ENSP00000243786
ENSG00000181072	ENSP00000399745
ENSG00000171360	ENSP00000246646
ENSG00000172809	ENSP00000309830
ENSG00000137757	ENSP00000376849
ENSG00000106266	ENSP00000222990
ENSG00000221937	ENSP00000386210
ENSG00000187556	ENSP00000341992
ENSG00000103540	ENSP00000370803
ENSG00000130764	ENSP00000367498
ENSG00000154518	ENSP00000284727
ENSG00000181392	ENSP00000316130
ENSG00000175203	ENSP00000408910
ENSG00000038358	ENSP00000351811
ENSG00000167508	ENSP00000301012
ENSG00000006740	ENSP00000368994
ENSG00000082482	ENSP00000394033
ENSG00000141562	ENSP00000309899
ENSG00000173809	ENSP00000390621
ENSG00000037280	ENSP00000261937
ENSG00000112053	ENSP00000417638
ENSG00000158488	ENSP00000357149
ENSG00000170515	ENSP00000302886
ENSG00000154342	ENSP00000284523
ENSG00000115993	ENSP00000328875
ENSG00000108691	ENSP00000225831
ENSG00000181852	ENSP00000342755
ENSG00000128512	ENSP00000404179
ENSG00000177963	ENSP00000325941
ENSG00000138092	ENSP00000370214
ENSG00000184557	ENSP00000330341
ENSG00000184752	ENSP00000330737
ENSG00000175197	ENSP00000448665
ENSG00000177106	ENSP00000435585
ENSG00000182973	ENSP00000399862
ENSG00000026508	ENSP00000398632
ENSG00000117228	ENSP00000359504
ENSG00000135457	ENSP00000257915
ENSG00000197548	ENSP00000346437
ENSG00000163623	ENSP00000295886
ENSG00000091138	ENSP00000345873
ENSG00000170364	ENSP00000373354
ENSG00000204947	ENSP00000367300
ENSG00000105894	ENSP00000341170
ENSG00000160683	ENSP00000292174
ENSG00000135439	ENSP00000449241
ENSG00000149798	ENSP00000279249
ENSG00000076248	ENSP00000242576
ENSG00000184203	ENSP00000484580
ENSG00000110395	ENSP00000264033
ENSG00000197170	ENSP00000348442
ENSG00000161921	ENSP00000293778
ENSG00000118640	ENSP00000263864
ENSG00000133067	ENSP00000356247
ENSG00000259075	ENSP00000447852
ENSG00000163251	ENSP00000354607
ENSG00000270882	ENSP00000462667
ENSG00000115008	ENSP00000263339
ENSG00000163803	ENSP00000330442
ENSG00000124383	ENSP00000244230
ENSG00000116698	ENSP00000425133
ENSG00000196890	ENSP00000479284
ENSG00000162458	ENSP00000416387
ENSG00000154380	ENSP00000355809
ENSG00000084623	ENSP00000362688
ENSG00000117560	ENSP00000356694
ENSG00000120948	ENSP00000240185
ENSG00000143473	ENSP00000271751
ENSG00000162402	ENSP00000294383
ENSG00000100365	ENSP00000380334
ENSG00000215547	ENSP00000383398
ENSG00000156239	ENSP00000303584
ENSG00000177511	ENSP00000320431
ENSG00000176641	ENSP00000316628
ENSG00000188064	ENSP00000341032
ENSG00000158480	ENSP00000416799
ENSG00000197971	ENSP00000380958
ENSG00000147041	ENSP00000395220
ENSG00000070778	ENSP00000452414
ENSG00000133454	ENSP00000334563
ENSG00000164825	ENSP00000297439
ENSG00000100246	ENSP00000216068
ENSG00000149596	ENSP00000362071
ENSG00000160282	ENSP00000291670
ENSG00000145626	ENSP00000274278
ENSG00000039560	ENSP00000427123
ENSG00000165480	ENSP00000319417
ENSG00000150401	ENSP00000417706
ENSG00000134480	ENSP00000256897
ENSG00000171953	ENSP00000417190
ENSG00000109046	ENSP00000262394
ENSG00000173221	ENSP00000369314
ENSG00000005302	ENSP00000312244
ENSG00000108578	ENSP00000261714
ENSG00000111907	ENSP00000434142
ENSG00000197381	ENSP00000353920
ENSG00000139793	ENSP00000267287
ENSG00000132622	ENSP00000254963
ENSG00000025156	ENSP00000357440
ENSG00000102032	ENSP00000377303
ENSG00000099910	ENSP00000331682
ENSG00000206181	ENSP00000331302
ENSG00000113368	ENSP00000261366
ENSG00000198785	ENSP00000355155
ENSG00000170266	ENSP00000306920
ENSG00000120008	ENSP00000263461
ENSG00000023287	ENSP00000025008
ENSG00000170275	ENSP00000323696
ENSG00000135547	ENSP00000357348
ENSG00000184156	ENSP00000373648
ENSG00000176853	ENSP00000335082
ENSG00000172239	ENSP00000302768
ENSG00000136939	ENSP00000259466
ENSG00000174343	ENSP00000312663
ENSG00000188316	ENSP00000345555
ENSG00000023734	ENSP00000392270
ENSG00000070159	ENSP00000363667
ENSG00000165304	ENSP00000298048
ENSG00000135447	ENSP00000257905
ENSG00000141200	ENSP00000268919
ENSG00000110328	ENSP00000227756
ENSG00000167653	ENSP00000301258
ENSG00000170837	ENSP00000303149
ENSG00000184786	ENSP00000355736
ENSG00000118985	ENSP00000237853
ENSG00000136807	ENSP00000362361
ENSG00000123575	ENSP00000417581
ENSG00000066117	ENSP00000378414
ENSG00000158186	ENSP00000289104
ENSG00000090020	ENSP00000263980
ENSG00000119638	ENSP00000238616
ENSG00000184697	ENSP00000380131
ENSG00000136897	ENSP00000363999
ENSG00000159685	ENSP00000290913
ENSG00000138802	ENSP00000428564
ENSG00000108947	ENSP00000226091
ENSG00000044012	ENSP00000361662
ENSG00000112658	ENSP00000265354
ENSG00000165895	ENSP00000298815
ENSG00000136603	ENSP00000415243
ENSG00000132432	ENSP00000388337
ENSG00000172315	ENSP00000361186
ENSG00000113716	ENSP00000421917
ENSG00000124092	ENSP00000415579
ENSG00000102081	ENSP00000359506
ENSG00000124568	ENSP00000244527
ENSG00000198563	ENSP00000379475
ENSG00000104808	ENSP00000221403
ENSG00000205609	ENSP00000370258
ENSG00000170037	ENSP00000369614
ENSG00000179115	ENSP00000320309
ENSG00000198382	ENSP00000348455
ENSG00000276231	ENSP00000480157
ENSG00000187187	ENSP00000339823
ENSG00000215218	ENSP00000382713
ENSG00000204640	ENSP00000366061
ENSG00000071205	ENSP00000336923
ENSG00000103066	ENSP00000219345
ENSG00000044446	ENSP00000369274
ENSG00000148840	ENSP00000278070
ENSG00000166391	ENSP00000198801
ENSG00000025772	ENSP00000361900
ENSG00000136933	ENSP00000362639
ENSG00000178057	ENSP00000323076
ENSG00000028528	ENSP00000261889
ENSG00000126870	ENSP00000384290
ENSG00000250745	ENSP00000427264
ENSG00000135334	ENSP00000257787
ENSG00000105887	ENSP00000376800
ENSG00000196230	ENSP00000339001
ENSG00000180822	ENSP00000392353
ENSG00000079435	ENSP00000244289
ENSG00000128519	ENSP00000249284
ENSG00000123700	ENSP00000243457
ENSG00000069122	ENSP00000283296
ENSG00000171798	ENSP00000304437
ENSG00000156414	ENSP00000387303
ENSG00000126259	ENSP00000353331
ENSG00000188566	ENSP00000360576
ENSG00000121680	ENSP00000241041
ENSG00000175115	ENSP00000316454
ENSG00000037897	ENSP00000314441
ENSG00000076043	ENSP00000265881
ENSG00000131470	ENSP00000377384
ENSG00000137462	ENSP00000260010
ENSG00000011451	ENSP00000263381
ENSG00000144749	ENSP00000273261
ENSG00000107863	ENSP00000379709
ENSG00000119614	ENSP00000261980
ENSG00000102309	ENSP00000362773
ENSG00000065675	ENSP00000263125
ENSG00000173166	ENSP00000316543
ENSG00000049167	ENSP00000265038
ENSG00000168591	ENSP00000466971
ENSG00000151640	ENSP00000339850
ENSG00000146376	ENSP00000357131
ENSG00000125656	ENSP00000245816
ENSG00000125648	ENSP00000301454
ENSG00000213186	ENSP00000311219
ENSG00000186432	ENSP00000334373
ENSG00000114251	ENSP00000264634
ENSG00000197702	ENSP00000334008
ENSG00000124702	ENSP00000313995
ENSG00000185246	ENSP00000348010
ENSG00000023318	ENSP00000262455
ENSG00000075618	ENSP00000371798
ENSG00000140548	ENSP00000268154
ENSG00000135750	ENSP00000355580
ENSG00000066813	ENSP00000327453
ENSG00000165678	ENSP00000361207
ENSG00000205143	ENSP00000368189
ENSG00000040199	ENSP00000457991
ENSG00000170426	ENSP00000293502
ENSG00000114127	ENSP00000264951
ENSG00000176444	ENSP00000357345
ENSG00000118898	ENSP00000340510
ENSG00000176428	ENSP00000320416
ENSG00000106089	ENSP00000222812
ENSG00000031003	ENSP00000033079
ENSG00000182585	ENSP00000411898
ENSG00000165055	ENSP00000262432
ENSG00000174667	ENSP00000310488
ENSG00000111364	ENSP00000238146
ENSG00000164663	ENSP00000377797
ENSG00000105976	ENSP00000317272
ENSG00000120053	ENSP00000359539
ENSG00000137413	ENSP00000362068
ENSG00000181588	ENSP00000384398
ENSG00000236637	ENSP00000412897
ENSG00000275066	ENSP00000483453
ENSG00000164332	ENSP00000296786
ENSG00000029534	ENSP00000265709
ENSG00000137409	ENSP00000362730
ENSG00000176406	ENSP00000262231
ENSG00000162078	ENSP00000371715
ENSG00000109272	ENSP00000226524
ENSG00000163736	ENSP00000296028
ENSG00000178750	ENSP00000320679
ENSG00000108091	ENSP00000263102
ENSG00000079841	ENSP00000428417
ENSG00000157368	ENSP00000397863
ENSG00000198736	ENSP00000355084
ENSG00000146192	ENSP00000274963
ENSG00000154743	ENSP00000284995
ENSG00000265107	ENSP00000484552
ENSG00000184056	ENSP00000327650
ENSG00000273749	ENSP00000481038
ENSG00000244731	ENSP00000396688
ENSG00000172324	ENSP00000303834
ENSG00000117122	ENSP00000364685
ENSG00000138435	ENSP00000261007
ENSG00000154309	ENSP00000284476
ENSG00000070388	ENSP00000215530
ENSG00000284770	ENSP00000439170
ENSG00000132434	ENSP00000254770
ENSG00000185245	ENSP00000329380
ENSG00000163825	ENSP00000296142
ENSG00000019995	ENSP00000352676
ENSG00000187486	ENSP00000345708
ENSG00000180785	ENSP00000380155
ENSG00000221989	ENSP00000386209
ENSG00000273559	ENSP00000478070
ENSG00000068028	ENSP00000349547
ENSG00000150753	ENSP00000280326
ENSG00000250506	ENSP00000410561
ENSG00000103005	ENSP00000219281
ENSG00000105698	ENSP00000222305
ENSG00000009954	ENSP00000342434
ENSG00000127946	ENSP00000336747
ENSG00000106178	ENSP00000400533
ENSG00000003393	ENSP00000264276
ENSG00000158796	ENSP00000356985
ENSG00000108433	ENSP00000225567
ENSG00000120868	ENSP00000448165
ENSG00000134326	ENSP00000256722
ENSG00000089248	ENSP00000261735
ENSG00000248333	ENSP00000464036
ENSG00000196510	ENSP00000394394
ENSG00000136449	ENSP00000323184
ENSG00000246705	ENSP00000438553
ENSG00000057468	ENSP00000263187
ENSG00000130529	ENSP00000252826
ENSG00000066279	ENSP00000356379
ENSG00000162105	ENSP00000469689
ENSG00000204983	ENSP00000308720
ENSG00000133812	ENSP00000256190
ENSG00000197837	ENSP00000443017
ENSG00000143368	ENSP00000271628
ENSG00000003402	ENSP00000312455
ENSG00000071677	ENSP00000165524
ENSG00000058262	ENSP00000243253
ENSG00000138074	ENSP00000310208
ENSG00000189431	ENSP00000485526
ENSG00000082153	ENSP00000394316
ENSG00000177414	ENSP00000360116
ENSG00000273213	ENSP00000476960
ENSG00000235942	ENSP00000411070
ENSG00000205531	ENSP00000369915
ENSG00000068878	ENSP00000384211
ENSG00000152689	ENSP00000384192
ENSG00000117036	ENSP00000357175
ENSG00000160691	ENSP00000401303
ENSG00000162972	ENSP00000295079
ENSG00000197959	ENSP00000356705
ENSG00000168148	ENSP00000355657
ENSG00000118245	ENSP00000236979
ENSG00000143374	ENSP00000358060
ENSG00000136628	ENSP00000355890
ENSG00000214694	ENSP00000387020
ENSG00000163157	ENSP00000295314
ENSG00000074054	ENSP00000263710
ENSG00000143365	ENSP00000327025
ENSG00000080910	ENSP00000356391
ENSG00000133101	ENSP00000255465
ENSG00000156304	ENSP00000286835
ENSG00000136122	ENSP00000479266
ENSG00000136158	ENSP00000366306
ENSG00000125845	ENSP00000368104
ENSG00000157617	ENSP00000369853
ENSG00000100321	ENSP00000332287
ENSG00000053770	ENSP00000261558
ENSG00000134874	ENSP00000257312
ENSG00000100078	ENSP00000215885
ENSG00000184402	ENSP00000333012
ENSG00000197930	ENSP00000379042
ENSG00000189299	ENSP00000427329
ENSG00000155622	ENSP00000286049
ENSG00000183580	ENSP00000423630
ENSG00000047597	ENSP00000367879
ENSG00000131100	ENSP00000253413
ENSG00000112964	ENSP00000483403
ENSG00000136108	ENSP00000367276
ENSG00000100522	ENSP00000216410
ENSG00000133135	ENSP00000255499
ENSG00000177182	ENSP00000428402
ENSG00000198176	ENSP00000364519
ENSG00000100985	ENSP00000361405
ENSG00000183597	ENSP00000403645
ENSG00000057657	ENSP00000358092
ENSG00000113273	ENSP00000264914
ENSG00000070010	ENSP00000263202
ENSG00000101349	ENSP00000367686
ENSG00000008196	ENSP00000377265
ENSG00000146232	ENSP00000275015
ENSG00000137074	ENSP00000400806
ENSG00000141034	ENSP00000268719
ENSG00000203837	ENSP00000358232
ENSG00000101457	ENSP00000361705
ENSG00000108100	ENSP00000363836
ENSG00000170430	ENSP00000302111
ENSG00000029363	ENSP00000435210
ENSG00000107165	ENSP00000373570
ENSG00000214274	ENSP00000336762
ENSG00000172465	ENSP00000361708
ENSG00000175470	ENSP00000399970
ENSG00000196177	ENSP00000357873
ENSG00000155329	ENSP00000423276
ENSG00000157483	ENSP00000288235
ENSG00000164880	ENSP00000385722
ENSG00000073008	ENSP00000402060
ENSG00000169071	ENSP00000364860
ENSG00000108423	ENSP00000320797
ENSG00000007545	ENSP00000380559
ENSG00000122585	ENSP00000384364
ENSG00000122644	ENSP00000379898
ENSG00000163412	ENSP00000393324
ENSG00000129170	ENSP00000431813
ENSG00000170743	ENSP00000324419
ENSG00000167333	ENSP00000300747
ENSG00000167588	ENSP00000301149
ENSG00000108370	ENSP00000262406
ENSG00000168502	ENSP00000352927
ENSG00000074695	ENSP00000251047
ENSG00000255582	ENSP00000445383
ENSG00000173040	ENSP00000342144
ENSG00000165417	ENSP00000452454
ENSG00000138061	ENSP00000478561
ENSG00000100441	ENSP00000251343
ENSG00000085644	ENSP00000380087
ENSG00000121769	ENSP00000362817
ENSG00000090447	ENSP00000204517
ENSG00000217930	ENSP00000315693
ENSG00000166073	ENSP00000453076
ENSG00000113520	ENSP00000231449
ENSG00000155511	ENSP00000428994
ENSG00000148943	ENSP00000278193
ENSG00000054179	ENSP00000347213
ENSG00000197355	ENSP00000386935
ENSG00000112651	ENSP00000373404
ENSG00000165819	ENSP00000298717
ENSG00000164715	ENSP00000297293
ENSG00000127452	ENSP00000247977
ENSG00000136010	ENSP00000258494
ENSG00000175311	ENSP00000308772
ENSG00000116544	ENSP00000362444
ENSG00000131981	ENSP00000254301
ENSG00000161677	ENSP00000468956
ENSG00000112343	ENSP00000349596
ENSG00000278463	ENSP00000483842
ENSG00000132207	ENSP00000251303
ENSG00000186051	ENSP00000334547
ENSG00000087086	ENSP00000366525
ENSG00000221946	ENSP00000270310
ENSG00000067369	ENSP00000371475
ENSG00000128294	ENSP00000339813
ENSG00000068697	ENSP00000175091
ENSG00000125703	ENSP00000322159
ENSG00000155008	ENSP00000362268
ENSG00000180479	ENSP00000333660
ENSG00000161542	ENSP00000414624
ENSG00000105497	ENSP00000262259
ENSG00000169397	ENSP00000302324
ENSG00000206172	ENSP00000322421
ENSG00000241476	ENSP00000338796
ENSG00000166507	ENSP00000310657
ENSG00000130733	ENSP00000253031
ENSG00000214097	ENSP00000380671
ENSG00000182979	ENSP00000333633
ENSG00000149257	ENSP00000434412
ENSG00000072080	ENSP00000168148
ENSG00000136943	ENSP00000445052
ENSG00000184408	ENSP00000333496
ENSG00000143093	ENSP00000358810
ENSG00000169933	ENSP00000370057
ENSG00000196132	ENSP00000327465
ENSG00000231396	ENSP00000403760
ENSG00000138698	ENSP00000340454
ENSG00000166046	ENSP00000299045
ENSG00000125772	ENSP00000368305
ENSG00000204174	ENSP00000363431
ENSG00000126768	ENSP00000379999
ENSG00000165168	ENSP00000367851
ENSG00000239672	ENSP00000337060
ENSG00000120889	ENSP00000276431
ENSG00000124469	ENSP00000244336
ENSG00000167701	ENSP00000378408
ENSG00000076382	ENSP00000323300
ENSG00000118564	ENSP00000344866
ENSG00000123552	ENSP00000333376
ENSG00000116147	ENSP00000356646
ENSG00000198586	ENSP00000411099
ENSG00000156466	ENSP00000287020
ENSG00000224389	ENSP00000415941
ENSG00000132004	ENSP00000376945
ENSG00000143507	ENSP00000355866
ENSG00000183876	ENSP00000333395
ENSG00000128585	ENSP00000323527
ENSG00000175189	ENSP00000308716
ENSG00000168828	ENSP00000367219
ENSG00000095637	ENSP00000360293
ENSG00000166920	ENSP00000341610
ENSG00000204671	ENSP00000366234
ENSG00000166997	ENSP00000262932
ENSG00000090612	ENSP00000444412
ENSG00000136305	ENSP00000337731
ENSG00000121211	ENSP00000240488
ENSG00000186871	ENSP00000334675
ENSG00000165527	ENSP00000298316
ENSG00000136758	ENSP00000318480
ENSG00000155085	ENSP00000410186
ENSG00000146426	ENSP00000437188
ENSG00000069869	ENSP00000424827
ENSG00000179218	ENSP00000320866
ENSG00000156413	ENSP00000313398
