id	name	uKIN	RWR
ENSG00000100027		1.0819783147306907e-06	1.7683227563819994e-06
ENSG00000100029	PES1	7.803993753136353e-07	2.544731362427901e-05
ENSG00000100030	MAPK1	6.544628200839584e-06	0.0011270033733774489
ENSG00000100031	GGT1	3.7237265440430226e-07	3.79417153296996e-07
ENSG00000100033		9.699872219675104e-07	1.7405402873030246e-06
ENSG00000100034	PPM1F	6.998066656019177e-07	7.986169644635548e-06
ENSG00000100036		1.4982422519239028e-06	4.516752305663523e-06
ENSG00000100038	TOP3B	8.454515315156197e-07	2.7517357145466824e-05
ENSG00000100053		1.3884946600247846e-06	2.0248375979630384e-05
ENSG00000100055	CYTH4	1.1076043927659012e-06	1.1417329652702097e-05
ENSG00000100056	ESS2	1.5478738474027084e-06	4.2530314666694564e-05
ENSG00000100058		2.7882528246724095e-07	3.110277851622601e-08
ENSG00000100060	MFNG	2.2707477591429307e-06	1.3441869272089381e-05
ENSG00000100065	CARD10	8.181173161621147e-07	2.1346717987290663e-05
ENSG00000100068		3.4959978424902575e-07	2.030455646906789e-07
ENSG00000100075		6.238978150833295e-07	2.037055690352441e-05
ENSG00000100077	GRK3	2.1580862326355887e-06	5.432782373532646e-06
ENSG00000100078	PLA2G3	7.39831460118043e-07	3.846835616754197e-07
ENSG00000100079		4.791602087146451e-07	6.864467889327876e-07
ENSG00000100083	GGA1	7.327777406608188e-07	1.546533069386406e-05
ENSG00000100084	HIRA	6.283271891352027e-07	1.8514075422758668e-05
ENSG00000100092		9.881672433949941e-07	8.355695411656232e-06
ENSG00000100095		3.6660902695791703e-06	8.739308275607492e-06
ENSG00000100097	LGALS1	2.01558913905888e-06	0.00014228052477416566
ENSG00000100099	HPS4	4.679577402030031e-06	2.5022963173405066e-06
ENSG00000100100		2.12102402659969e-06	1.0690155443020456e-05
ENSG00000100104		6.260509802446335e-07	6.471763938982402e-07
ENSG00000100105	PATZ1	1.9309915658784127e-05	0.00126921139822925
ENSG00000100106		4.503348993909001e-07	5.355150863202137e-06
ENSG00000100109	TFIP11	5.555866086703429e-07	3.272056399887646e-05
ENSG00000100116	GCAT	8.153903452206366e-07	8.134466234037943e-06
ENSG00000100121		7.13230729561416e-06	3.6394365345355476e-06
ENSG00000100122		6.201681458894729e-07	1.6655432309704769e-06
ENSG00000100124		2.193636969286774e-06	1.0402893209223122e-05
ENSG00000100129	EIF3L	6.527019182654725e-07	1.5613533181133604e-05
ENSG00000100138	SNU13	5.991943970454811e-07	1.80220244421216e-05
ENSG00000100139	MICALL1	7.431768614434739e-07	7.862870629149526e-06
ENSG00000100142	POLR2F	5.760044161289462e-07	6.851780824745405e-06
ENSG00000100146	SOX10	6.2227693791514494e-06	3.17254760172127e-05
ENSG00000100147	CCDC134	3.152431952748371e-07	3.755268853812033e-07
ENSG00000100150	DEPDC5	8.267733322709186e-07	4.845783467813663e-06
ENSG00000100151	PICK1	1.0635545555730933e-06	0.00011683325434733494
ENSG00000100154		7.893614094257417e-07	1.255817856889689e-05
ENSG00000100156	SLC16A8	1.5110554701163652e-05	2.821476561363447e-05
ENSG00000100162	CENPM	4.81098734923574e-07	9.004571605737805e-06
ENSG00000100167	SEPTIN3	3.61363706608423e-06	3.870136792082421e-05
ENSG00000100170	SLC5A1	3.897247395232952e-07	2.242369105987255e-07
ENSG00000100191		8.582170644321944e-07	4.819256011518368e-06
ENSG00000100196	KDELR3	4.5381829631508115e-07	3.6616745663421872e-06
ENSG00000100197		6.535717749546991e-07	5.509931557448989e-07
ENSG00000100201	DDX17	4.878542181181114e-07	1.850091520814123e-05
ENSG00000100206	DMC1	7.304800980011071e-07	4.561880271059031e-06
ENSG00000100207	TCF20	9.408035207010055e-07	1.7313208931025328e-05
ENSG00000100209	HSCB	3.9087801592151866e-07	2.3369886378045536e-05
ENSG00000100211	CBY1	1.3110699811574337e-06	6.036562420881773e-05
ENSG00000100218		4.882225830370809e-07	3.5998135471545415e-06
ENSG00000100219	XBP1	1.1833607782835736e-05	0.00012132186434001717
ENSG00000100220	RTCB	5.015895315764154e-07	1.6054689477819753e-05
ENSG00000100221	JOSD1	1.135751555282731e-06	1.2067862309891953e-05
ENSG00000100225	FBXO7	5.984687598816271e-07	5.917750966370464e-05
ENSG00000100226	GTPBP1	7.275992614396605e-07	1.0814300802109348e-05
ENSG00000100227	POLDIP3	5.098509596515996e-07	1.2476366155224818e-05
ENSG00000100228	RAB36	4.0366031195106524e-07	1.465101565053774e-07
ENSG00000100234	TIMP3	1.173959546866364e-06	2.1526722680942284e-05
ENSG00000100239	PPP6R2	5.948616796595226e-07	1.113842157224458e-05
ENSG00000100241	SBF1	6.113008655256534e-07	1.1329004298957536e-05
ENSG00000100242	SUN2	4.162756357513953e-07	4.812966002867931e-06
ENSG00000100243	CYB5R3	4.0748376784025144e-07	1.3568168914696357e-05
ENSG00000100246	DNAL4	1.6305614497205058e-06	1.4621290848836032e-05
ENSG00000100249	C22orf31	4.049854955645086e-07	1.614636257548527e-07
ENSG00000100258	LMF2	6.697005029737167e-07	1.5306506417942468e-05
ENSG00000100263		4.099919486690787e-07	8.779163348185591e-07
ENSG00000100266	PACSIN2	9.801389564478486e-07	2.2502315192163137e-05
ENSG00000100271	TTLL1	3.4246586244034346e-07	5.626150591653601e-07
ENSG00000100276	RASL10A	5.770917458128646e-06	9.208707039761364e-06
ENSG00000100280	AP1B1	4.676133168659559e-07	1.5257918956787032e-05
ENSG00000100281	HMGXB4	1.211097688196276e-06	2.4499155990962006e-05
ENSG00000100284	TOM1	3.3679564671605025e-06	5.795075198734604e-05
ENSG00000100285	NEFH	5.546642133738809e-07	3.0870818171501206e-06
ENSG00000100288	CHKB	8.061052559277919e-07	4.317434877707326e-07
ENSG00000100290	BIK	5.20201289635715e-07	4.5849927991333755e-06
ENSG00000100292	HMOX1	8.786598444076549e-07	2.2258677931301617e-05
ENSG00000100294	MCAT	1.3508902823795537e-06	3.2942465883907865e-05
ENSG00000100296	THOC5	5.85804969139765e-07	7.725302216235886e-06
ENSG00000100297	MCM5	5.846980338353484e-07	3.030223989665589e-05
ENSG00000100298	APOBEC3H	3.123883675677214e-07	6.13371037516017e-08
ENSG00000100299	ARSA	6.414495773095526e-07	6.668112239811568e-06
ENSG00000100300	TSPO	6.297907460171255e-07	3.4519376830534376e-06
ENSG00000100302	RASD2	3.1603528355430235e-06	9.97498180547895e-06
ENSG00000100304	TTLL12	5.598983924540953e-07	9.557846416452001e-06
ENSG00000100307	CBX7	1.095479190773666e-06	1.0280674653815596e-05
ENSG00000100311	PDGFB	3.225469893370571e-05	0.0012457108168709224
ENSG00000100312	ACR	2.708986801924053e-06	3.4349293710053345e-06
ENSG00000100314		3.5763813712586347e-07	9.417862719949865e-08
ENSG00000100316	RPL3	4.763563724160504e-07	2.2669577325988115e-05
ENSG00000100319	ZMAT5	2.147685982722032e-06	1.9096241190707026e-05
ENSG00000100320	RBFOX2	5.467862284407945e-07	1.7438592241665348e-05
ENSG00000100321	SYNGR1	5.554832540154126e-07	7.021940173302012e-06
ENSG00000100324	TAB1	6.049793189986958e-07	2.379889724636899e-05
ENSG00000100325	ASCC2	5.153877992805072e-07	7.141545188938247e-06
ENSG00000100330	MTMR3	7.711190925933237e-07	8.6746370207717e-06
ENSG00000100335	MIEF1	3.370841498369621e-07	6.959475515967646e-07
ENSG00000100336		4.095334304053035e-07	1.4529309451650772e-07
ENSG00000100341		3.843691178961485e-07	1.9699544112917415e-06
ENSG00000100342	APOL1	4.133871966230058e-07	1.5791406011260795e-07
ENSG00000100344	PNPLA3	5.5648363381535315e-06	1.2438624263082655e-05
ENSG00000100345	MYH9	4.389563168193568e-06	0.0009321979851871095
ENSG00000100346	CACNA1I	6.805081228713471e-07	4.431304098195093e-07
ENSG00000100347	SAMM50	3.227281570058513e-07	4.327008310427393e-06
ENSG00000100348	TXN2	7.376808444731375e-07	1.909010225852859e-05
ENSG00000100350	FOXRED2	3.5164137689990396e-07	2.500020390126206e-06
ENSG00000100353	EIF3D	5.998804337811751e-07	1.5059274858041515e-05
ENSG00000100354	TNRC6B	7.718487876251771e-07	2.8720394741697313e-05
ENSG00000100359	SGSM3	6.700915904012932e-07	3.093710681992764e-06
ENSG00000100360	IFT27	1.996181330860152e-06	1.9326616562828697e-05
ENSG00000100362		5.145082040127923e-07	1.772990978403757e-07
ENSG00000100365	NCF4	2.729197441065339e-06	5.260937859283663e-06
ENSG00000100368	CSF2RB	3.2778465129987314e-06	1.4673162094603932e-05
ENSG00000100372	SLC25A17	3.474666899600507e-07	1.1754125384223867e-06
ENSG00000100373		6.052644727983106e-07	2.830613632852792e-07
ENSG00000100376		3.210311523998439e-07	7.057401134310469e-07
ENSG00000100379	KCTD17	6.531379739313067e-07	1.5071120374714769e-05
ENSG00000100380	ST13	1.1066623837290293e-06	2.4189230620550677e-05
ENSG00000100385	IL2RB	2.849151390538912e-06	1.7649532244751544e-05
ENSG00000100393	EP300	2.7449574490190935e-06	0.001499603866706136
ENSG00000100395	L3MBTL2	1.0672899772417526e-06	3.241117038614577e-05
ENSG00000100399		2.926816672806199e-07	2.7938977238237068e-08
ENSG00000100401	RANGAP1	1.253972510911167e-06	5.2824852638375134e-05
ENSG00000100403	ZC3H7B	4.452568737891232e-07	1.8782869456121402e-06
ENSG00000100410	PHF5A	1.0900586886235988e-06	1.9573852731118333e-05
ENSG00000100412	ACO2	3.8817122413349843e-07	4.802086640893655e-06
ENSG00000100413	POLR3H	5.781618862675544e-07	8.162550980086958e-06
ENSG00000100416		1.0346126899963835e-06	1.7481571096701116e-05
ENSG00000100417	PMM1	8.071750315843819e-07	4.413188053209086e-06
ENSG00000100418	DESI1	4.6074756122021685e-07	2.6919697453884426e-06
ENSG00000100422	CERK	4.986986783563757e-07	7.799958116317756e-06
ENSG00000100425	BRD1	8.523127536097806e-07	5.103650171692569e-05
ENSG00000100426		7.442683415363615e-07	3.2926046047493194e-06
ENSG00000100427	MLC1	8.329196636824181e-07	3.329336613207184e-06
ENSG00000100429	HDAC10	2.8789716721210385e-06	2.9328267326726962e-05
ENSG00000100441	KHNYN	3.957588800409641e-07	7.309942216528961e-07
ENSG00000100442	FKBP3	6.338853685978455e-07	1.1060447142339516e-05
ENSG00000100445		3.9115784161784475e-07	5.71876264885403e-07
ENSG00000100448	CTSG	4.789174218386708e-07	3.841657629111706e-06
ENSG00000100450	GZMH	3.7004344122808494e-07	2.5043391876232e-06
ENSG00000100453	GZMB	3.0106138283657236e-06	1.1790152438444258e-05
ENSG00000100461	RBM23	4.704226571171032e-07	8.411442591717329e-06
ENSG00000100462	PRMT5	7.943027951441134e-07	5.5868239224102293e-05
ENSG00000100473		7.945551030470849e-07	4.5782677974146445e-06
ENSG00000100478	AP4S1	5.759655890802253e-07	2.7504619380481944e-06
ENSG00000100479	POLE2	1.3093136460969087e-06	1.5254209978521787e-05
ENSG00000100483	VCPKMT	2.9445370916532135e-06	1.3897119457983491e-05
ENSG00000100485	SOS2	9.929692121494212e-07	9.809627060360751e-06
ENSG00000100490		6.715413443452403e-06	2.2028601987402018e-05
ENSG00000100503	NIN	1.1099801546532145e-05	0.0017476431875626842
ENSG00000100504	PYGL	6.854243053551212e-07	1.0005329209076603e-05
ENSG00000100505	TRIM9	9.151970925857988e-07	1.5057879923340988e-05
ENSG00000100519	PSMC6	8.405253989816263e-07	3.299410168570825e-05
ENSG00000100522	GNPNAT1	1.09350920613686e-06	6.121021484907471e-06
ENSG00000100523		5.452221565547932e-07	3.1882677364510055e-06
ENSG00000100526	CDKN3	6.674376718276538e-07	6.6478042767956925e-06
ENSG00000100557		9.099181631797378e-07	7.003105915142753e-06
ENSG00000100558		1.5765828788049759e-06	3.174775358661787e-06
ENSG00000100564	PIGH	4.91022427235237e-07	1.45654249506272e-05
ENSG00000100565		3.014949360755061e-05	3.341717491685104e-05
ENSG00000100567	PSMA3	5.44988723997778e-07	2.497752232524308e-05
ENSG00000100575	TIMM9	4.153354544469377e-07	1.8121788369403663e-06
ENSG00000100577	GSTZ1	3.873070310268827e-07	8.839412947390406e-07
ENSG00000100578	KIAA0586	7.470945493385497e-07	3.072466904849705e-06
ENSG00000100591	AHSA1	5.673483649306019e-07	1.731266646244895e-05
ENSG00000100592	DAAM1	5.181371430071915e-07	3.4156372708154817e-06
ENSG00000100593		3.3504756612482776e-07	4.772471326544366e-07
ENSG00000100596	SPTLC2	1.0073579010371618e-06	1.1768275688254013e-05
ENSG00000100599	RIN3	7.057096643394676e-07	5.790431860685474e-05
ENSG00000100600	LGMN	5.366446966809985e-07	4.049873429102213e-06
ENSG00000100601		7.316015921272328e-07	6.551814007777635e-07
ENSG00000100603	SNW1	4.797241545641665e-07	3.13516039463264e-05
ENSG00000100604	CHGA	4.0535608212507934e-07	6.943452315421944e-07
ENSG00000100605	ITPK1	6.900319976647447e-07	3.2942168397815577e-06
ENSG00000100612		1.594197015882817e-06	5.169683234052333e-05
ENSG00000100614	PPM1A	3.98590392827715e-06	0.00013467628045277133
ENSG00000100625	SIX4	6.788609252202294e-07	3.6318925530830608e-06
ENSG00000100628	ASB2	1.804804066327112e-06	1.8971293503042303e-05
ENSG00000100629	CEP128	6.019399319447214e-07	2.512916104029791e-05
ENSG00000100644	HIF1A	6.559513145558991e-06	0.0011241868445275092
ENSG00000100647		9.434532279649856e-07	1.7487842197684083e-06
ENSG00000100650	SRSF5	5.21601160933208e-07	2.2486384973433863e-05
ENSG00000100664	EIF5	4.252238605458596e-07	6.240800364270057e-06
ENSG00000100665	SERPINA4	3.730855354274088e-06	1.812971510597502e-05
ENSG00000100678	SLC8A3	2.909303524413417e-07	2.6171471000735057e-07
ENSG00000100697	DICER1	2.572851355413091e-05	0.0015803291971032592
ENSG00000100711		6.716471216094606e-07	1.1276953031634679e-05
ENSG00000100714		4.0571475047643583e-07	4.618833935710597e-06
ENSG00000100721	TCL1A	5.5143341456191735e-05	0.0014975610404385983
ENSG00000100726	TELO2	5.239890533380263e-07	1.2308349708446146e-05
ENSG00000100731		5.396527926283757e-07	1.1812148272552867e-06
ENSG00000100744	GSKIP	3.0545701968058987e-06	1.5831968844534453e-05
ENSG00000100749	VRK1	4.331455165206037e-07	1.4933126156776529e-05
ENSG00000100764	PSMC1	8.77352094800041e-07	3.81113545616557e-05
ENSG00000100767		1.7159071223065602e-06	6.500293906407834e-06
ENSG00000100784	RPS6KA5	3.5233075896146267e-06	6.181805567740687e-05
ENSG00000100796	PPP4R3A	7.329992087442617e-07	1.9175950169610898e-05
ENSG00000100802		1.0837136801563114e-06	2.0656760695583144e-06
ENSG00000100804	PSMB5	6.79573257175635e-07	2.044130109011254e-05
ENSG00000100813	ACIN1	5.177237452146827e-07	1.6561598568088134e-05
ENSG00000100814	CCNB1IP1	0.00021007260023874044	0.0016329990810266064
ENSG00000100815	TRIP11	3.1218650696377665e-05	0.0013917976743761074
ENSG00000100823	APEX1	1.0609280173649818e-06	0.0004027282629039935
ENSG00000100842		8.823755064522751e-07	7.22788684156858e-06
ENSG00000100852	ARHGAP5	0.00010972680772171071	0.001574736564948904
ENSG00000100865	CINP	8.350738467857058e-06	0.00014406302748595055
ENSG00000100867		1.0879702545775328e-06	1.94709919125106e-05
ENSG00000100883	SRP54	3.4894602223891706e-07	2.0498483724858593e-06
ENSG00000100884		5.393164355204315e-07	1.3938528742088204e-06
ENSG00000100888		5.908736957403789e-07	1.4104313808046793e-05
ENSG00000100889	PCK2	1.2153474170733054e-06	2.3877112041900285e-05
ENSG00000100890	PRORP	1.0927471732381158e-06	3.028774253304153e-05
ENSG00000100897	DCAF11	1.088861162081261e-06	1.8715037567042745e-05
ENSG00000100902	PSMA6	6.538045948676933e-07	2.3026110657954353e-05
ENSG00000100906	NFKBIA	2.035263167260238e-06	9.14034805850757e-05
ENSG00000100908	EMC9	2.846375030656123e-07	4.2716215507164634e-07
ENSG00000100911	PSME2	7.288390635212413e-07	1.4069972694163078e-05
ENSG00000100916	BRMS1L	1.408780803878722e-06	2.566891640478205e-05
ENSG00000100918	REC8	1.2119876927035797e-06	9.849687751118078e-06
ENSG00000100926		4.797651318684323e-07	3.6287953327558375e-06
ENSG00000100934	SEC23A	6.929373033266364e-07	2.25174282136443e-05
ENSG00000100938	GMPR2	8.880753257932711e-07	2.050849941074694e-06
ENSG00000100941	PNN	6.378493544569602e-07	2.7784656012023512e-05
ENSG00000100949	RABGGTA	4.2853700312536805e-07	2.3696366671554486e-06
ENSG00000100968	NFATC4	1.576463449224982e-06	9.000256002312697e-06
ENSG00000100979	PLTP	4.675790275168071e-07	3.1727792975181983e-06
ENSG00000100982		6.676480923403839e-07	1.1896707464996952e-06
ENSG00000100983		2.308364330165556e-06	1.7866411827117084e-05
ENSG00000100985	MMP9	2.5596827362313237e-06	1.8401397114955688e-05
ENSG00000100987		4.608736401139204e-07	4.039108280214971e-07
ENSG00000100991	TRPC4AP	1.5452302770716101e-06	2.7876522423973794e-05
ENSG00000100994	PYGB	8.291436719037699e-07	1.2945151106222984e-05
ENSG00000100997		7.50159586116949e-07	8.54997917162532e-06
ENSG00000101000	PROCR	6.782133954193829e-07	3.940306696770836e-06
ENSG00000101003	GINS1	3.6463645799829765e-07	1.0531183903379536e-06
ENSG00000101004	NINL	5.19443902621806e-07	3.186723408204574e-05
ENSG00000101017	CD40	8.455214968065062e-07	2.4361359489864783e-05
ENSG00000101019	UQCC1	6.068961481347953e-07	1.2221563689460015e-05
ENSG00000101040	ZMYND8	1.1254098973114558e-06	3.9317538190593995e-05
ENSG00000101049	SGK2	6.237851444831089e-07	3.511988314281453e-06
ENSG00000101052	IFT52	1.2121059691164765e-06	1.1099090317100598e-05
ENSG00000101057	MYBL2	1.1821242891660216e-06	2.50685736540752e-05
ENSG00000101076	HNF4A	1.434995286573638e-06	2.595506947033713e-05
ENSG00000101079	NDRG3	5.571107270787506e-07	2.06482139696681e-06
ENSG00000101082	SLA2	2.697031836000678e-06	1.5057815841082256e-05
ENSG00000101084		5.154431835004807e-07	1.0539966413411216e-05
ENSG00000101096	NFATC2	1.849274066539681e-05	0.0015752512248535006
ENSG00000101098		4.320645249658132e-07	2.7483735146536977e-07
ENSG00000101104	PABPC1L	4.7469728612547743e-07	1.3194565559843727e-06
ENSG00000101109	STK4	7.517909004684043e-07	1.737527258700277e-05
ENSG00000101115	SALL4	0.0001438453952455142	0.0016430397579162688
ENSG00000101126	ADNP	6.697733148191949e-07	1.7133637617156983e-05
ENSG00000101132	PFDN4	1.042763866430347e-06	2.2955346677111446e-05
ENSG00000101134	DOK5	2.4053199931653676e-06	1.1093807045505173e-05
ENSG00000101144	BMP7	1.024801790017066e-06	1.5429045266702043e-05
ENSG00000101150	TPD52L2	5.586483186307538e-07	1.3680404330903263e-05
ENSG00000101152	DNAJC5	4.825924453626607e-07	2.1891956948495706e-05
ENSG00000101158	NELFCD	6.292393872052494e-07	1.0950546101993904e-05
ENSG00000101160	CTSZ	3.284792668985454e-07	7.378396773675187e-07
ENSG00000101161	PRPF6	6.522598392641425e-07	2.0255056873523172e-05
ENSG00000101162	TUBB1	9.95873296015669e-07	2.678011333622463e-05
ENSG00000101166	PRELID3B	3.5423482381320514e-07	2.7071418530181775e-07
ENSG00000101180	HRH3	2.9412146794902314e-07	1.266214984454084e-07
ENSG00000101181	MTG2	6.054436466081637e-07	2.458592594480999e-05
ENSG00000101182	PSMA7	7.974727009768382e-07	2.7188057888010996e-05
ENSG00000101187		5.532621703840081e-07	2.1050435972172866e-06
ENSG00000101188	NTSR1	3.876802102526447e-07	3.6408865039527643e-06
ENSG00000101190		3.459865770885699e-07	9.296420495365954e-08
ENSG00000101191	DIDO1	7.99832502574045e-07	1.629126998008546e-05
ENSG00000101193	GID8	7.035734812807733e-07	1.5515222718995637e-05
ENSG00000101194		4.0957416240271683e-07	3.2103332129758437e-07
ENSG00000101197	BIRC7	1.3782175730525248e-06	1.9063996165603383e-05
ENSG00000101198		5.270954226822019e-07	2.322223439475371e-07
ENSG00000101199	ARFGAP1	6.981693283088773e-07	1.3057952628722844e-05
ENSG00000101200	AVP	1.927237924413055e-06	1.1835191832031523e-05
ENSG00000101203	COL20A1	4.43875691199961e-06	2.544139246775898e-05
ENSG00000101204	CHRNA4	6.240345668283727e-07	2.0239578776687496e-05
ENSG00000101210	EEF1A2	6.565865012830301e-07	3.53591338573369e-05
ENSG00000101213	PTK6	3.447904982914159e-05	0.0013962992407200862
ENSG00000101216		2.7224389068288826e-06	2.2190363016941495e-05
ENSG00000101220		6.491269464562667e-07	1.8175351341450645e-06
ENSG00000101222		4.5153398930198645e-07	4.1687500941900275e-07
ENSG00000101224	CDC25B	6.414405064635675e-07	1.2052208683664612e-05
ENSG00000101230		2.904617738625428e-07	4.3120561352324104e-08
ENSG00000101236	RNF24	5.301968185298775e-07	5.819004048102467e-07
ENSG00000101246	ARFRP1	2.9438658351239254e-07	2.812325038859382e-07
ENSG00000101251	SEL1L2	2.43699459875233e-06	1.945039067089378e-06
ENSG00000101255	TRIB3	8.302959109793809e-07	2.1528922514197893e-05
ENSG00000101265	RASSF2	1.0089588278750922e-06	8.380486285991722e-06
ENSG00000101266	CSNK2A1	8.307726577547553e-07	9.262544490509947e-05
ENSG00000101282	RSPO4	4.509479030317357e-07	5.730788074863134e-07
ENSG00000101290	CDS2	3.921386591075238e-07	4.006398858197185e-06
ENSG00000101292	PROKR2	4.865975757172499e-07	2.783910521862683e-07
ENSG00000101294	HM13	6.182139807097897e-07	1.2736256223181645e-05
ENSG00000101298	SNPH	4.089746462411481e-06	1.3042197926619994e-05
ENSG00000101306	MYLK2	8.423416044256045e-07	1.2648851749227782e-05
ENSG00000101307	SIRPB1	5.216479015080223e-06	1.41764904459042e-05
ENSG00000101310	SEC23B	4.470289182186704e-07	8.499456874934241e-06
ENSG00000101311	FERMT1	1.0359457858759236e-06	7.127960238432085e-06
ENSG00000101323	HAO1	3.8326402584014736e-07	1.858017908998808e-07
ENSG00000101327	PDYN	3.8757544125319335e-07	4.2529111929100156e-07
ENSG00000101331		3.3000885859181267e-07	1.4470587899769457e-07
ENSG00000101333	PLCB4	1.6364016767011678e-06	2.458431467373474e-06
ENSG00000101335	MYL9	2.0328865017308693e-06	2.5178763705475364e-05
ENSG00000101336		2.3567410287140462e-06	8.783242832442811e-05
ENSG00000101337	TM9SF4	8.882125241070453e-07	2.3161536810528335e-05
ENSG00000101342		3.2576802650673113e-07	2.6484600340278174e-07
ENSG00000101343	CRNKL1	3.060160735155579e-05	0.0014822888476428585
ENSG00000101346	POFUT1	2.0610236345938745e-06	1.2270888042715306e-05
ENSG00000101347	SAMHD1	1.4580317271577424e-06	5.065124808602133e-05
ENSG00000101349	PAK5	5.143275697488832e-07	7.3947534119269204e-06
ENSG00000101350	KIF3B	8.813838382934291e-07	6.956953338949522e-06
ENSG00000101353		2.29153200990179e-06	2.9598419098464683e-06
ENSG00000101361	NOP56	6.223488769388475e-07	4.409393492960797e-05
ENSG00000101363		6.641712140495212e-07	2.767824415382375e-06
ENSG00000101365	IDH3B	1.0922782712156372e-06	1.5773782170535534e-05
ENSG00000101367	MAPRE1	6.445823889509009e-07	3.3525047101915164e-05
ENSG00000101384	JAG1	1.233475685435281e-06	5.857328987632336e-06
ENSG00000101391	CDK5RAP1	3.869549787305162e-07	1.422260803567774e-06
ENSG00000101400	SNTA1	4.0589673720773316e-07	5.363323114032324e-06
ENSG00000101405	OXT	2.572172047646553e-06	4.897018187840249e-06
ENSG00000101407	TTI1	4.779653869638097e-07	8.66528932691648e-06
ENSG00000101412	E2F1	1.8888006034885887e-06	7.033878583453406e-05
ENSG00000101413	RPRD1B	7.088252425517711e-07	2.5273222167351705e-05
ENSG00000101417	PXMP4	4.5337264697571865e-07	2.4173575449234086e-07
ENSG00000101421	CHMP4B	4.092970348395103e-07	2.2892393204050846e-05
ENSG00000101425	BPI	6.439453665207924e-07	5.280962929997236e-07
ENSG00000101435		8.812004030878125e-07	1.3488774927458603e-05
ENSG00000101438	SLC32A1	4.0260649549856017e-07	2.2534175125786926e-07
ENSG00000101439	CST3	1.1155422558136806e-06	5.734411167517243e-06
ENSG00000101440	ASIP	4.4427773319112794e-07	3.4355725533396474e-07
ENSG00000101441	CST4	4.5073998589094305e-07	4.363636171819611e-06
ENSG00000101442	ACTR5	8.832573886334828e-07	1.1043955922973457e-05
ENSG00000101443		2.7027549391441996e-06	1.6885642130116825e-05
ENSG00000101444	AHCY	6.707368515806557e-07	1.6338708900199852e-05
ENSG00000101445	PPP1R16B	8.852826201131553e-07	1.0380372866350767e-05
ENSG00000101447	FAM83D	4.997755022321189e-07	5.867997205357898e-06
ENSG00000101448		5.629329043132317e-07	3.2836920986193444e-07
ENSG00000101452	DHX35	9.025288688702745e-07	8.558048869034782e-06
ENSG00000101457	DNTTIP1	3.579623610849741e-07	2.0065285486081366e-06
ENSG00000101460	MAP1LC3A	7.273196877820026e-07	2.701825612091896e-05
ENSG00000101463		3.357367398966393e-06	1.38825197225226e-05
ENSG00000101464	PIGU	5.866006208579082e-07	8.680583193537643e-06
ENSG00000101470	TNNC2	3.679082159396841e-06	5.2797115206035104e-05
ENSG00000101473	ACOT8	8.248189860811431e-07	6.41585500387986e-06
ENSG00000101474		4.3794032811751824e-07	2.710519170760703e-06
ENSG00000101489	CELF4	5.967737727250587e-07	7.270801600586725e-07
ENSG00000101493	ZNF516	1.1512295422053552e-06	5.784260247271917e-06
ENSG00000101542		2.2717727232514374e-07	3.811074745810245e-08
ENSG00000101544		3.9366805422421776e-07	1.500408209544563e-06
ENSG00000101558	VAPA	4.607096812386729e-07	3.5112441102911106e-05
ENSG00000101577	LPIN2	5.6818107938002e-07	1.6702415157016699e-06
ENSG00000101596	SMCHD1	1.002591607312274e-06	2.932662958197926e-05
ENSG00000101605	MYOM1	1.5727119029357022e-06	7.0397202118453375e-06
ENSG00000101608	MYL12A	5.066488122471144e-07	1.1314870785959561e-05
ENSG00000101624	CEP76	4.2098333988151655e-07	1.3218554878961095e-05
ENSG00000101638	ST8SIA5	4.3065048964998686e-07	1.1979420383949306e-06
ENSG00000101639	CEP192	6.261322888143867e-07	1.4783195307390443e-05
ENSG00000101654	RNMT	4.758644405705947e-07	1.5409691325753134e-06
ENSG00000101665	SMAD7	1.0417123375053522e-06	2.1934095785645776e-05
ENSG00000101680	LAMA1	1.1734828103370297e-06	1.1406484828984049e-05
ENSG00000101695	RNF125	1.2063431018294974e-06	7.491970714708562e-06
ENSG00000101745		9.231633925574449e-07	5.7111862503076275e-06
ENSG00000101746		1.5869848936827091e-06	1.7798144899569e-05
ENSG00000101751	POLI	4.051474656742361e-07	1.1935027848455701e-06
ENSG00000101752	MIB1	4.6726510864481264e-07	2.2105129142373417e-05
ENSG00000101773	RBBP8	1.7353224066407774e-06	3.583414059463248e-05
ENSG00000101782	RIOK3	3.543096842541413e-07	1.0500799439402742e-06
ENSG00000101811	CSTF2	5.144563851816395e-07	1.5172438313073453e-05
ENSG00000101825		2.1038061880760603e-06	4.521103632430641e-06
ENSG00000101842		4.2043974601301456e-07	7.357473613502243e-06
ENSG00000101843	PSMD10	7.484023394274387e-07	1.3360000496795695e-05
ENSG00000101844	ATG4A	3.588520032362096e-07	6.785639165226047e-07
ENSG00000101846	STS	2.2208918294257515e-06	1.7842996260009903e-05
ENSG00000101849		1.0404241286107587e-06	1.966398009309506e-05
ENSG00000101850	GPR143	3.411209969431693e-07	1.549591479693857e-07
ENSG00000101856	PGRMC1	9.731603165892765e-07	4.720253446395682e-05
ENSG00000101868	POLA1	9.260497911119866e-07	1.5037634159117747e-05
ENSG00000101871	MID1	5.844598359303193e-07	1.2671231195101637e-05
ENSG00000101882	NKAP	6.830722307020156e-07	1.2463071161532785e-05
ENSG00000101883		3.5014223218551936e-07	1.2183261157827624e-07
