File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
8446b792-d51e-4f47-a133-7cbd2adf59e2	c86209ed-c881-4677-b688-87651503fec0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-THCA	TCGA-EL-A3ZR	TCGA-EL-A3ZR-01A	Primary Tumor
cf5784a6-f12a-4216-b87d-a9fd3efee09d	54a7078e-ff6c-4b4a-b972-c742eff62546.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A4MT	TCGA-FG-A4MT-02A	Recurrent Tumor
cfb47edc-7c83-4888-b1c7-cddba5d17ce5	5a4dbeef-fd61-4bb1-ab36-5fb0e9b7cbff.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A7TA	TCGA-DU-A7TA-01A	Primary Tumor
7994eecd-782a-4721-9c44-db66ca56518e	32bd99f2-eefe-4dbf-ac0b-dcbe1d0da9d4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A121	TCGA-B5-A121-01A	Primary Tumor
ac299423-693c-4cd7-bf67-d772edff7600	f857575f-94b7-4415-af8e-8adecd9d166c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-RY-A83X	TCGA-RY-A83X-01A	Primary Tumor
0a71767b-32f5-45ee-b1d6-12ed016a8bab	1bac1f6a-df2a-4167-82b9-eb00cda814c9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0V8	TCGA-BS-A0V8-01A	Primary Tumor
cf17da09-ac2b-4e93-8bbc-923f951c2b49	08b79dc0-b0e0-4053-93f5-e4a4e850a4ff.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7610	TCGA-HT-7610-01A	Primary Tumor
0b1be9c3-02e5-44cc-8509-5846985040d1	ecf78283-0eb3-4710-8e5a-30f56da510bd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2HD	TCGA-AX-A2HD-11A	Solid Tissue Normal
6689d9da-5e96-44ba-810a-1a3e2be8ce35	ec3365db-eb52-41f6-9f89-34f546fca076.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0WQ	TCGA-BS-A0WQ-01A	Primary Tumor
af887f31-405f-43c8-8b5a-192ba1e379cc	4e9f4a8f-3167-4250-aba4-385f00a59f41.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A5TY	TCGA-DU-A5TY-01A	Primary Tumor
585e8aa6-b0a3-4f12-ba26-8d7ca4f7c5e4	ad417a8f-bc1e-4a1d-84ca-83bcc26ca179.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-QS-A744	TCGA-QS-A744-01A	Primary Tumor
4a372fc9-81de-4cf6-8844-4d6762f09630	bb1160fd-9f7e-48a7-b9d1-4bdfa6e26588.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-FL-A1YQ	TCGA-FL-A1YQ-11A	Solid Tissue Normal
7dd27b85-0c7a-4a82-8c78-b5780651b486	6520f1eb-78e5-4459-b25b-62b5d6696bc0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A72W	TCGA-P5-A72W-01A	Primary Tumor
ec794f5d-0ae1-4696-a7ca-1873fa8a97ea	d19908e6-b664-4b4f-95ab-a00bd5106a3b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A053	TCGA-AP-A053-01A	Primary Tumor
c13653b3-05f1-4e7d-88e3-590079b033ee	3a298afd-0430-45b8-8276-00ef1f8dfc81.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6XA	TCGA-QH-A6XA-01A	Primary Tumor
cb593923-25b2-41b3-bcee-b2f9924f884b	33c9525a-7684-4e3b-8446-24c66b73e19a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6U2	TCGA-S9-A6U2-01A	Primary Tumor
74ec3ad3-081a-4ed6-976e-95c93f16a3c3	6c164107-d5bb-4308-8974-099929156ffb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-ACC	TCGA-OR-A5K9	TCGA-OR-A5K9-01A	Primary Tumor
07f91d64-f497-4f28-b758-ab3889437109	0d649941-c94d-45ad-b063-1bdeff2e675c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A2IO	TCGA-AX-A2IO-01A	Primary Tumor
88098632-e9c7-4633-83b3-ea29e9dfc9e3	b9d9d949-de26-4f6b-b0f8-b182ca8bd38c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84H	TCGA-TM-A84H-01A	Primary Tumor
5dd9b928-cdf6-4886-8490-fcc2228add91	3235ff77-ae0d-49a7-9d17-48d12297a69c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64P	TCGA-DB-A64P-01A	Primary Tumor
be3e66e7-dff6-4fb1-a776-27cbd0a7deaa	19788d0b-9f48-4c02-9b5e-4c7c5b36cc2c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0W2	TCGA-BG-A0W2-01A	Primary Tumor
2eb330bb-c84a-4574-8891-ed2c2b1a3287	8e75a58b-642a-45be-bae1-0a0f7b75996d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A74O	TCGA-HT-A74O-01A	Primary Tumor
e2f09e80-228c-4784-a7f9-15db18b4227c	8f192531-1289-49a1-8453-b64b2818128b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A0MQ	TCGA-BG-A0MQ-01A	Primary Tumor
ff664c0a-0935-4d42-b945-4ea252c8b402	94ca26b4-6673-4dba-a7d0-8e6a8c4b03ee.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3EL	TCGA-AJ-A3EL-01A	Primary Tumor
f64f3e2c-631c-4f88-8bce-a34e073c0e11	e1b718ca-2a1d-4270-b6d8-a833c42d7bab.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-8185	TCGA-FG-8185-01A	Primary Tumor
2d19f87e-cbb8-40fd-a991-b3f4af789e24	5d57e2e2-a409-4392-8ea8-900a08a25a6f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-5307	TCGA-E1-5307-01A	Primary Tumor
0e45b083-c6f4-4459-b158-5246d34a2819	e8ebaff0-2f12-4834-bc45-57cf576fd45d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7013	TCGA-DU-7013-01A	Primary Tumor
79c2a8de-5e4a-43c2-87fa-772cf633d00e	18821b19-5dba-4440-b0f8-3415a1c156e7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6399	TCGA-DU-6399-01A	Primary Tumor
5879a64d-ae7b-4df5-8135-e469373297d5	4044c9f1-4915-4c7a-b766-1cbef22f17ef.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7611	TCGA-HT-7611-01A	Primary Tumor
c28da125-b128-4e57-9394-26eed1c5ffd6	41cbb3ce-cee2-4aca-a868-6a8e7a78860f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0V4	TCGA-BS-A0V4-01A	Primary Tumor
39db5887-f020-42a3-a7b5-bd52a6539eee	3a3d87aa-fa19-4300-9f56-3af855af8f09.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A4XA	TCGA-DB-A4XA-01A	Primary Tumor
6ccd05cb-c30d-4324-8868-687a8b914dcd	30514b87-9362-456b-8113-0ce312400070.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A5R9	TCGA-HT-A5R9-01A	Primary Tumor
b675d567-6226-41b4-8edb-91a094d3d44a	99decb55-33ed-40cb-8068-8ab21bd2bc4f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-E7-A5KE	TCGA-E7-A5KE-01A	Primary Tumor
c26428c5-123d-4dbd-8514-a4c569605b63	aa1e3af8-db36-45a8-b15b-0b1ff726dcd3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-UZ-A9PV	TCGA-UZ-A9PV-01A	Primary Tumor
4bb61cec-a424-456b-bed5-993fca6ea1e6	5a06ce70-77c7-4604-96a4-37de6df4306d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-ZF-AA4V	TCGA-ZF-AA4V-01A	Primary Tumor
6e60a25b-4261-456c-8f4a-34ada2968db5	62a84486-f035-481e-bcda-0bfa9a847358.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-ZF-AA53	TCGA-ZF-AA53-01A	Primary Tumor
4d71972e-2b33-470a-8e96-83a27f043a93	1f0f7598-d8c0-41ba-8b07-c958fecbb5f7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-BQ-7048	TCGA-BQ-7048-01A	Primary Tumor
6327966f-9e9d-4eff-ae5b-dbfbd46b75f7	b544edf5-c496-4a5a-91c2-ac3801b97642.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-ZF-A9RM	TCGA-ZF-A9RM-01A	Primary Tumor
a5134a99-7364-4164-bfaa-4867a9cb54df	9ac9047f-7c57-4173-a9cc-d45430e2ece0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-BL-A13I	TCGA-BL-A13I-01A	Primary Tumor
8c2d7613-3e5d-4390-9ce3-bf1051e15414	c9b7c74e-b910-4dfb-8f71-5f3eeee5ff77.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-G7-6793	TCGA-G7-6793-01A	Primary Tumor
a1418775-cf21-480d-8587-18725c10bc31	354071fc-2924-4328-9a3a-0cba58ca4566.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-A4-8515	TCGA-A4-8515-01A	Primary Tumor
39ee6f3e-6d5e-4a3e-b66f-3b60d0365c52	5cf8ae27-a229-4309-9ba2-89bbab7f5da2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-CU-A72E	TCGA-CU-A72E-01A	Primary Tumor
04c769a2-5b88-487b-8000-9d6f2894e66b	55fb21ce-d184-4d9b-a578-9ed5bd5856f3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-A4-A6HP	TCGA-A4-A6HP-01A	Primary Tumor
156e4517-be8d-460b-a937-100fd99329ca	69134f9d-2738-4fc7-820d-0fb80b699480.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-24-2271	TCGA-24-2271-01A	Primary Tumor
3682d5fc-3d2d-48de-8d6f-00dbbf21fe6b	6e30a4b7-b56d-4b61-a853-387b50ca75b3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A05O	TCGA-AP-A05O-01A	Primary Tumor
2a7e605b-0441-473d-a336-1ebd45e3a35d	40076d7f-32c0-47b4-a701-159a2efc2f58.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A05S	TCGA-AX-A05S-01A	Primary Tumor
957fb5cd-058d-4eca-8f05-491daaaf6909	7960f154-6b52-41c7-9426-ee3eb72fe470.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A1C4	TCGA-AX-A1C4-01A	Primary Tumor
9c64f1f0-05ac-4bbc-ad12-f51988579c04	333ff303-5237-4503-bbb3-f7d10b12be70.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A4XC	TCGA-DB-A4XC-01A	Primary Tumor
c16fb306-7310-4bc6-a635-b13c0ef26444	6a970473-23a4-4b3a-b225-5adf592fbae8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-EY-A1GR	TCGA-EY-A1GR-01A	Primary Tumor
79853d33-c1b3-4686-97d4-a82e5207c745	0d44ebee-ebdf-442b-82ce-ce78b8b0afb4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BS-A0UJ	TCGA-BS-A0UJ-01A	Primary Tumor
6b5ef09e-a7fa-4555-9197-1d524165fd62	c54131af-2caa-4bea-b802-a091a0a0b51d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-5318	TCGA-E1-5318-01A	Primary Tumor
85add50a-bbe0-4c54-9709-5c8dac0273a4	d7851974-f928-428c-a2f6-e9fa4886860e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6402	TCGA-DU-6402-01A	Primary Tumor
9e60fece-d1b0-4db7-87b4-ead10c7ec831	33eb8dac-67ee-4ab4-bf70-e81dbec1bf29.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-QF-A5YS	TCGA-QF-A5YS-01A	Primary Tumor
2abedd4d-b754-4f99-8208-d86be3ae0490	2f0e3b6b-4ddd-4f53-82d9-1bf62a878c2c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-WY-A85D	TCGA-WY-A85D-01A	Primary Tumor
e4e2556a-e377-4871-8b7a-2bd642313fd0	2f4228ea-16a0-48d8-9d36-d52ba70d0e67.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-D1-A3DH	TCGA-D1-A3DH-01A	Primary Tumor
16087a05-c243-4bfd-ad84-9bd2a56cdca1	eae8f6bd-f4f2-4c48-a828-21efa4afbf7f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AJ-A3NG	TCGA-AJ-A3NG-01A	Primary Tumor
d7bca769-5ad8-498f-acd0-152fdf27d137	1ace5c51-6a84-4e61-92c1-b7a846a4bfa6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11W	TCGA-B5-A11W-01A	Primary Tumor
cee9684c-6456-4d59-bdc2-159bce074345	d2613681-9368-4ce1-a43d-7d51d5c59098.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-5963	TCGA-FG-5963-01A	Primary Tumor
f4ef677c-f1f2-4c7a-9027-e16c3c01b886	734117be-80cd-460d-95d9-3477b2998e6d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-ACC	TCGA-OR-A5KY	TCGA-OR-A5KY-01A	Primary Tumor
d80b79e2-24be-47d7-85e9-667bc7d64574	42dc44c3-e041-48eb-92bb-0d12bcd4ae58.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-KJ-A3U4	TCGA-KJ-A3U4-01A	Primary Tumor
bd8a3ea5-9923-4677-83df-4045a48bf7d4	64b5cc13-137b-49a3-8783-11febcc3a961.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-B5-A11V	TCGA-B5-A11V-01A	Primary Tumor
ffff92c5-59f6-4476-8443-12d33da01ed7	9be93e32-5549-49b7-9a9d-b425871a765d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-BG-A220	TCGA-BG-A220-01A	Primary Tumor
f87d7cb7-a7f3-4d39-a396-0f02e4ffe3f6	05ac38d7-29f0-46ae-b4d2-a908a4a9599b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-A5-A0G2	TCGA-A5-A0G2-01A	Primary Tumor
0aaaa7cc-b59d-4e08-ba7f-14e2d2ae4860	63a70793-af6d-4248-9085-5d69276a3fff.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7007	TCGA-DU-7007-01A	Primary Tumor
9fa39759-e2c1-4d07-9a3e-62c51f7ba267	e227370b-332f-4fba-9a48-b894f88df55f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AW-A1PO	TCGA-AW-A1PO-01A	Primary Tumor
a48f2a46-1972-4772-bbb6-655c862e667c	f05cd785-0dca-4848-8e7a-dc5118d1cfa8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64X	TCGA-DB-A64X-01A	Primary Tumor
329d185f-a5e4-4d07-9277-842c25fe4f47	e01732d2-be57-4d3c-aa99-326d38ec2226.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AX-A3FT	TCGA-AX-A3FT-01A	Primary Tumor
75b35432-dd78-43af-8adf-4fe4a1835c28	dd9d59e9-214d-4a4f-870a-40fc141e9859.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A669	TCGA-DH-A669-02A	Recurrent Tumor
ffd37d2d-495e-49b2-9a65-0c3d66b49530	c9936adb-0c96-4651-b37f-1df1c92ae307.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-UCEC	TCGA-AP-A1DM	TCGA-AP-A1DM-01A	Primary Tumor
5e61686b-9017-4c42-a1ad-80ffab58b353	15941f8a-9656-4fb5-95fa-70697a849f31.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-FD-A62O	TCGA-FD-A62O-01A	Primary Tumor
effc4a29-59b3-4225-8b6e-c5d0a1d6043e	d8586777-f71e-433a-bdbb-2245fd5e2864.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-BL-A3JM	TCGA-BL-A3JM-01A	Primary Tumor
393ac068-9b9d-449e-8501-a30344b99923	d29a3b20-5097-4056-8b1d-e5520a655a7c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-SX-A7SO	TCGA-SX-A7SO-01A	Primary Tumor
1746d0d7-b508-4d31-b8bd-474e4121a37e	1387d266-cdf6-4076-9f74-97d6ebcf792a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-FJ-A3ZF	TCGA-FJ-A3ZF-01A	Primary Tumor
ec3ba500-be0d-4695-ab1c-ce331a244c46	8039b179-b990-4963-b565-4a90afe89b0f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRP	TCGA-HE-A5NH	TCGA-HE-A5NH-01A	Primary Tumor
0a719754-5b84-4ac6-a465-f9c1ad254211	bd7e6aec-e9b1-40da-88a9-b13d8256c793.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-CU-A0YO	TCGA-CU-A0YO-01A	Primary Tumor
4d23ea52-15b7-497a-adc5-a61df86bd4e2	95800161-3f66-4e18-9d77-23a421dac0e8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-CF-A5UA	TCGA-CF-A5UA-01A	Primary Tumor
1cc6f32c-fe0d-45ec-8214-9e07f11b33ff	71976893-498b-481d-9f66-d9f6186d785b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-BLCA	TCGA-K4-AAQO	TCGA-K4-AAQO-01A	Primary Tumor
f0992996-dc78-4c39-8e20-f6809a7050e5	25577d95-744c-45a8-b84a-a9c1b51c2baf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-OV	TCGA-13-1404	TCGA-13-1404-01A	Primary Tumor
895bc144-af38-4ae9-b6d7-3dca677082fb	db4c135e-dae9-4c6d-b765-4a212cc3e13e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-A3-3323	TCGA-A3-3323-01A	Primary Tumor
ca465474-fc5b-4e8d-8d2b-8764228e399c	390a7a27-3687-44a4-8e4c-7b343e418475.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4895	TCGA-CJ-4895-01A	Primary Tumor
b5be8e74-fcb7-499c-8cb6-6643445b2195	87c17703-72c7-4207-8935-3391f207f4a6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PAAD	TCGA-FB-AAQ0	TCGA-FB-AAQ0-01A	Primary Tumor
0d3b231a-9dbd-4f0d-bba7-4711ea7b5f67	ea1ce00b-00f4-4194-97df-6a64227e7bdc.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XJ-A83H	TCGA-XJ-A83H-01A	Primary Tumor
87ccfc1f-85ab-4e16-acf5-10d225f6742a	d3f4a547-c742-4ed5-9cee-227735f77891.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-01A	Primary Tumor
ab11f51f-d7c2-4ed5-9e1c-68f585989c2d	b201bab0-bd32-4bf0-b2f2-caa01a83365d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A83K	TCGA-J4-A83K-01A	Primary Tumor
1bca68b8-b216-42b9-8a83-b3136d29c8ce	4a773e8d-4b37-4f1f-9b6b-35afdc3d32c9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7783	TCGA-EJ-7783-01A	Primary Tumor
4e816560-5620-4271-b68b-9ba1c2aacdd7	e32272e5-a64e-482b-bb3e-b82542a643e3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7317	TCGA-EJ-7317-01A	Primary Tumor
da56e17e-2519-4df9-9599-4c5a12e5c998	080d17ee-f898-4e67-bd6f-7019834171ac.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-QK-A652	TCGA-QK-A652-01A	Primary Tumor
e8b716fd-5f15-446b-9ef2-52745ad6825e	07a6cb77-dbf5-40cc-8391-0d60f3483c81.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A6JO	TCGA-CV-A6JO-01B	Primary Tumor
1e8efd2e-866a-4519-a986-5697b7c8eea6	6cff35b3-d42e-4a55-ab93-b95782625557.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PCPG	TCGA-WB-A81P	TCGA-WB-A81P-01A	Primary Tumor
d9c0428c-33d6-44cb-ab02-ff5d54fa4baa	125012fe-2fcc-4210-bdb9-777b10df95ff.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-7406	TCGA-CV-7406-11A	Solid Tissue Normal
ded343a3-3008-4e76-ab3f-6ae56c021b7b	11ad89e5-bfa7-42bc-8dd4-13a5f745df1a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CW-5591	TCGA-CW-5591-01A	Primary Tumor
5ffdf5c7-9cf6-4bff-9268-056efcfcd726	68ef4372-517a-443f-91fe-668feb24beee.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4799	TCGA-BP-4799-01A	Primary Tumor
c1fd2fc0-28fc-48a3-bcc0-7535a8cad7bc	4cab26a0-d914-4b92-8c97-522c07edd284.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-4847	TCGA-B0-4847-01A	Primary Tumor
90d853fe-24e3-4851-b63c-61f2b5bfc6f5	301fe08e-bffe-4f01-9e80-12f61f830cac.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-A45P	TCGA-CV-A45P-01A	Primary Tumor
ee77933d-d187-4b94-add1-cdb3c6e5e634	f25e85e5-e84e-4b42-bcf0-d493d8bffba4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CW-6087	TCGA-CW-6087-01A	Primary Tumor
f1b38f65-fc60-47f2-910c-052934770e00	a094f020-375a-4f15-8f64-7d2272304acd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4173	TCGA-BP-4173-01A	Primary Tumor
361dcf22-dc2d-4da1-a2e4-6b40ec8a11af	7b1bc957-02b8-46e8-84c3-f4cdf00b036a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PCPG	TCGA-RM-A68W	TCGA-RM-A68W-01A	Primary Tumor
16219c4e-54dc-4888-ad88-6d95b0269bde	5984a42d-b905-4011-9192-0a5ecb1f3d55.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-HNSC	TCGA-CV-6937	TCGA-CV-6937-01A	Primary Tumor
5867d1c0-5342-46a0-b32b-45ab358de90e	a85824a2-de8d-4c52-942f-d8af5fe92ea9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CZ-5987	TCGA-CZ-5987-11A	Solid Tissue Normal
f9c2af24-9bfe-45e9-93fd-dee0fcbfec70	e85334ba-9c09-4725-953d-8b149837ecd9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B8-4619	TCGA-B8-4619-01A	Primary Tumor
774e0fe0-bd67-40e7-8ee6-c45984013188	b7225be0-787a-410c-9a4b-cf8236a43c61.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4176	TCGA-BP-4176-01A	Primary Tumor
74e3bb9d-433e-4625-859a-8a862060661e	34119118-6feb-4641-9e6c-485981c7984b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5696	TCGA-B0-5696-11A	Solid Tissue Normal
687531a0-e2ab-49c4-a97b-95e4a6f9ec6f	6a0f01a5-152a-494e-aef3-45e58c875a64.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4768	TCGA-BP-4768-01A	Primary Tumor
8d8e5a9e-d541-486d-b637-6f4fd26c897d	888cb650-8579-4b1c-b037-ae790a30c3ca.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PCPG	TCGA-SR-A6MR	TCGA-SR-A6MR-01A	Primary Tumor
b8747036-c73a-4cf3-a004-c0b23f3eb2d2	10c4cac9-3d61-4a6f-bb50-297b8938d136.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PCPG	TCGA-P7-A5NY	TCGA-P7-A5NY-01A	Primary Tumor
